Deal ID,Deal Name,Deal Stage,Pipeline,Amount,Close Date,Create Date,Deal Owner,Deal Type,Closed Lost Reason,Associated Company Domain,Associated Contact Email
DEAL-71e190ea-53dd-4555-b10b-fc5e0a8b4adc,"Garcia, Patterson and Austin - New Business Opportunity",Decision Maker Bought-In,Sales Pipeline,221774.92,2025-07-12,2023-03-31,jim.halpert@example.com,New Business,,roach.info,kellyryan@example.org
DEAL-dc3e75f0-2927-4714-9074-1fc300976af6,"Watson, Stewart and Curtis - New Business Opportunity",Presentation Scheduled,Renewals Pipeline,194314.11,2025-10-13,2023-11-30,angela.martin@example.com,Existing Business,,perez-joseph.com,joseph51@example.net
DEAL-f11ca758-4f95-489d-b5a0-bbd2927549ac,"Hughes, Gardner and Marshall - New Business Opportunity",Contract Sent,Renewals Pipeline,116082.09,2025-06-08,2023-12-12,dwight.schrute@example.com,New Business,,franklin.com,kimberlylutz@example.com
DEAL-4a721fd0-7cba-48d4-a1fd-a0d862eec974,Williams-Cameron - Existing Business Opportunity,Presentation Scheduled,Sales Pipeline,231270.48,2025-10-16,2023-06-18,michael.scott@example.com,Existing Business,,jenkins-mccoy.com,doughertykelly@example.net
DEAL-7ea37116-d9f9-46a5-87c5-a01288b004ec,Sanchez-Snyder - Existing Business Opportunity,Appointment Scheduled,Renewals Pipeline,66415.55,2025-06-13,2023-08-30,pam.beesly@example.com,New Business,,miranda-west.com,rmiller@example.org
DEAL-e731595d-fd85-4956-964a-a378186472e0,"Gonzalez, Carson and Johnson - New Business Opportunity",Qualified to Buy,Sales Pipeline,72091.05,2025-09-06,2024-06-02,jim.halpert@example.com,New Business,,cardenas-hicks.com,ryannicole@example.com
DEAL-4f101dd4-385d-4563-ae94-eb798f475cc1,Munoz Ltd - New Business Opportunity,Closed Won,Sales Pipeline,148236.3,2024-10-28,2023-09-14,angela.martin@example.com,Existing Business,,dawson.com,wstevens@example.com
DEAL-52232a6a-53f8-4d23-962b-de3c5aca13a1,"Scott, Murray and Thomas - New Business Opportunity",Contract Sent,Renewals Pipeline,56102.87,2025-06-05,2023-07-08,dwight.schrute@example.com,Existing Business,,santiago-aguilar.com,cynthiaharris@example.org
DEAL-09579953-3aa1-4b35-b3a0-43ec76013dd6,Morgan Inc - Existing Business Opportunity,Contract Sent,Sales Pipeline,198412.98,2025-10-03,2024-10-05,michael.scott@example.com,Existing Business,,garrison-medina.com,dmorales@example.com
DEAL-2171eaf9-61be-4f95-8b36-1e58941e2473,Murphy PLC - Existing Business Opportunity,Closed Lost,Sales Pipeline,40542.45,2023-09-30,2023-06-12,pam.beesly@example.com,New Business,Timing,chen-ramirez.com,morganosborn@example.org
DEAL-ea11d139-8150-4a26-960c-3e2682c780cc,"Perez, Olson and Stokes - Existing Business Opportunity",Appointment Scheduled,Sales Pipeline,200858.55,2025-05-15,2023-12-16,jim.halpert@example.com,New Business,,parsons-moore.com,tevans@example.net
DEAL-34a18a7d-f108-4144-85d8-2ebca25c0d56,"Jones, Johnson and Morgan - Existing Business Opportunity",Closed Won,Renewals Pipeline,245991.66,2025-02-17,2025-01-06,angela.martin@example.com,New Business,,padilla-reyes.com,petersensteven@example.net
DEAL-190a3091-cb0f-4d92-9dea-2fb90386b0c8,Thompson PLC - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,239184.54,2025-10-09,2024-05-06,dwight.schrute@example.com,Existing Business,,olson.com,leahcarr@example.org
DEAL-54abdafd-2b6d-4f26-9394-f6d5b2f9e79e,Walker-Nguyen - Existing Business Opportunity,Appointment Scheduled,Sales Pipeline,210776.76,2025-06-02,2024-04-21,michael.scott@example.com,Existing Business,,bradley-bowman.net,tammyperez@example.org
DEAL-9b4a3228-9a42-4336-9e49-b0b3d432f9b1,Thompson PLC - Existing Business Opportunity,Appointment Scheduled,Sales Pipeline,150360.4,2025-05-17,2024-04-08,pam.beesly@example.com,Existing Business,,olson.com,guerreromary@example.com
DEAL-d6a4870f-713c-4dfa-ab5f-d093fa6dd386,Davis-Chang - New Business Opportunity,Appointment Scheduled,Sales Pipeline,216909.56,2025-06-08,2023-05-06,jim.halpert@example.com,Existing Business,,holmes-navarro.biz,samantha74@example.org
DEAL-e806707a-7cc7-439d-be1a-bfc00f5ee375,Hart Inc - Existing Business Opportunity,Presentation Scheduled,Sales Pipeline,205529.81,2025-08-10,2024-01-06,angela.martin@example.com,New Business,,burke.info,gary29@example.net
DEAL-0155c7d7-8cb6-434c-a4d1-20fd823ebf96,Murphy PLC - Existing Business Opportunity,Presentation Scheduled,Sales Pipeline,38392.41,2025-06-09,2024-11-29,dwight.schrute@example.com,Existing Business,,chen-ramirez.com,isabella28@example.org
DEAL-75c78490-2b00-4a6c-8a02-4ebe0e4bb38b,Jones-Richardson - Existing Business Opportunity,Presentation Scheduled,Sales Pipeline,136112.84,2025-09-22,2024-09-20,michael.scott@example.com,New Business,,garcia.org,scott04@example.com
DEAL-3ff8ae7a-5b9c-4e40-bec4-93f1361f87a4,Cooper-Moore - New Business Opportunity,Decision Maker Bought-In,Sales Pipeline,246579.86,2025-09-14,2023-10-25,pam.beesly@example.com,New Business,,hall.com,thompsonrodney@example.com
DEAL-d3e5d2f7-039a-4e05-8ad5-2abc8253f9d6,"Williams, Jordan and Curry - Existing Business Opportunity",Decision Maker Bought-In,Renewals Pipeline,11724.45,2025-05-29,2023-12-17,jim.halpert@example.com,New Business,,lopez-williams.com,wyattgallagher@example.com
DEAL-23d13b11-f0b3-404c-8bef-8847a11e4971,"Jordan, Richardson and Schroeder - Existing Business Opportunity",Qualified to Buy,Renewals Pipeline,133495.28,2025-07-26,2024-06-01,angela.martin@example.com,New Business,,lucas-welch.com,meltonmatthew@example.net
DEAL-29f8610a-ffc5-40fd-a292-af6eca4725bd,Terrell-Bernard - Existing Business Opportunity,Presentation Scheduled,Sales Pipeline,189587.15,2025-06-06,2025-04-02,dwight.schrute@example.com,Existing Business,,zuniga.biz,catherinethomas@example.net
DEAL-840fde41-e91a-44af-8b50-1c780d278402,Gregory-Graham - New Business Opportunity,Closed Lost,Sales Pipeline,75362.46,2025-04-28,2024-11-30,michael.scott@example.com,Existing Business,Product Fit,fowler.com,olsenantonio@example.com
DEAL-e00597ff-ad1f-47de-a676-f7a5579a4199,Preston-Shea - Existing Business Opportunity,Closed Won,Renewals Pipeline,213286.8,2025-02-13,2023-01-27,pam.beesly@example.com,New Business,,mclean-ryan.com,nicholas11@example.com
DEAL-dcfcdf47-102c-4691-9bc0-0a0e4121bf4c,"Schultz, Kennedy and Wong - New Business Opportunity",Appointment Scheduled,Sales Pipeline,48479.08,2025-06-05,2023-08-10,jim.halpert@example.com,New Business,,watson.net,paulgomez@example.net
DEAL-0e055d22-f14f-4968-944a-23f51ed9fb50,"Ortiz, Evans and Jackson - New Business Opportunity",Presentation Scheduled,Renewals Pipeline,101447.67,2025-06-14,2023-02-04,angela.martin@example.com,New Business,,myers.info,sellis@example.org
DEAL-69ecc11f-d1ac-4b59-85cb-0f22282380cd,Williams-Cameron - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,152493.1,2025-06-29,2024-04-23,dwight.schrute@example.com,Existing Business,,jenkins-mccoy.com,blake98@example.net
DEAL-a37dd6d2-952a-4f54-a5e9-dd5a7bcf54eb,Charles-Fox - New Business Opportunity,Qualified to Buy,Renewals Pipeline,234391.58,2025-09-12,2024-12-06,michael.scott@example.com,New Business,,watkins-miller.biz,karahamilton@example.com
DEAL-4326d725-3ed0-4796-a4e3-ab423bba3009,Hart Inc - Existing Business Opportunity,Appointment Scheduled,Sales Pipeline,82605.03,2025-05-31,2023-10-01,pam.beesly@example.com,New Business,,burke.info,ronald45@example.org
DEAL-7bf47e8e-d1e0-4794-a202-c9b347577474,Castillo-Campbell - Existing Business Opportunity,Appointment Scheduled,Renewals Pipeline,198467.43,2025-06-22,2025-02-03,jim.halpert@example.com,New Business,,lewis.com,michaelbarton@example.org
DEAL-a51e9000-c00b-4695-a8f6-dc49ada30812,Thomas-Parker - Existing Business Opportunity,Qualified to Buy,Renewals Pipeline,26602.9,2025-05-03,2024-10-11,angela.martin@example.com,Existing Business,,hernandez.com,moniquecruz@example.com
DEAL-3f4e005c-346f-4595-83d4-093eac4b34d2,Howard and Sons - Existing Business Opportunity,Closed Won,Renewals Pipeline,58822.9,2024-01-16,2023-10-05,dwight.schrute@example.com,New Business,,rodriguez.biz,jamesmcgee@example.org
DEAL-7fcdcf43-d3c9-401f-971b-6a7b98baadc5,Little-Gregory - New Business Opportunity,Contract Sent,Renewals Pipeline,15549.96,2025-10-19,2024-10-03,michael.scott@example.com,Existing Business,,grimes.biz,heathersmith@example.com
DEAL-d4eeae1b-6fb6-418f-ad3e-349662817604,Williams-Alvarado - Existing Business Opportunity,Closed Lost,Sales Pipeline,96461.57,2024-11-23,2024-01-16,pam.beesly@example.com,Existing Business,Timing,williams.info,michealfrey@example.org
DEAL-bc2b8285-d28a-41fb-95c5-99d29c06edef,Brooks-Martinez - New Business Opportunity,Closed Lost,Sales Pipeline,29080.69,2024-11-22,2023-12-24,jim.halpert@example.com,Existing Business,Product Fit,johnson-clark.com,branchtamara@example.com
DEAL-762995d6-1a34-49ac-a9bf-dc2180067a17,"Simmons, Williams and Ortiz - Existing Business Opportunity",Qualified to Buy,Sales Pipeline,16053.3,2025-07-12,2023-11-18,angela.martin@example.com,Existing Business,,golden.info,kelly98@example.org
DEAL-433dc432-f909-410b-951f-59ef874fbcbf,Chaney and Sons - New Business Opportunity,Qualified to Buy,Renewals Pipeline,222240.37,2025-08-26,2024-03-03,dwight.schrute@example.com,Existing Business,,patterson.net,allisonstewart@example.net
DEAL-e568dd1c-f5f2-4a69-9cbe-2f102b255076,Chase-Snyder - Existing Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,186204.69,2025-08-18,2025-04-30,michael.scott@example.com,Existing Business,,hubbard.com,uperez@example.net
DEAL-1009d6f4-dfcb-41a7-8d87-04d726a4d7b4,"Velasquez, Gibson and Knox - New Business Opportunity",Presentation Scheduled,Renewals Pipeline,90941.87,2025-07-30,2023-05-02,pam.beesly@example.com,Existing Business,,ortiz.com,bethsmith@example.com
DEAL-735f475d-87e1-4037-b1a0-ead17b37eb62,"Garcia, Tucker and Jones - Existing Business Opportunity",Presentation Scheduled,Sales Pipeline,192616.42,2025-07-28,2024-10-06,jim.halpert@example.com,New Business,,nichols.net,howardmiles@example.org
DEAL-156fe76a-2659-44a9-acb6-f0442bf9ed19,Richardson-Bullock - Existing Business Opportunity,Closed Lost,Renewals Pipeline,19981.51,2024-04-13,2023-06-16,angela.martin@example.com,Existing Business,,gaines.com,moorerichard@example.net
DEAL-2816e110-1cc3-4378-a901-f67ee4b46f85,Lewis-Shelton - Existing Business Opportunity,Qualified to Buy,Renewals Pipeline,31473.02,2025-10-14,2024-06-08,dwight.schrute@example.com,New Business,,warren-wright.net,roserachel@example.net
DEAL-59d8ebc3-38fb-4d89-9748-a86da1508d3f,"Franklin, Humphrey and Alexander - New Business Opportunity",Contract Sent,Renewals Pipeline,1390.91,2025-10-15,2023-08-04,michael.scott@example.com,Existing Business,,morris-thompson.com,umacdonald@example.com
DEAL-661af317-ee7e-46b1-9c81-3a9931294958,"Alvarez, Roberts and Brooks - Existing Business Opportunity",Appointment Scheduled,Renewals Pipeline,155099.03,2025-07-19,2023-07-04,pam.beesly@example.com,Existing Business,,smith.org,matthewmatthews@example.org
DEAL-9d082f25-5ed5-4aeb-a5d8-978b42d04e61,Davis-Chang - New Business Opportunity,Presentation Scheduled,Sales Pipeline,70000.14,2025-07-08,2023-03-29,jim.halpert@example.com,New Business,,holmes-navarro.biz,john70@example.net
DEAL-89bf8673-669b-4911-b44a-ecc38661bc63,Howard and Sons - New Business Opportunity,Qualified to Buy,Renewals Pipeline,46046.5,2025-05-31,2025-03-17,angela.martin@example.com,New Business,,rodriguez.biz,scottcathy@example.net
DEAL-945acaa0-b155-4dcc-94a9-f7a191d77ec0,Marks Ltd - Existing Business Opportunity,Closed Lost,Renewals Pipeline,150774.13,2024-11-29,2023-07-20,dwight.schrute@example.com,Existing Business,,kennedy-gordon.info,michaelpeterson@example.net
DEAL-a1332f48-cbce-40a9-b73c-af28880ac146,Atkins-Lambert - New Business Opportunity,Appointment Scheduled,Sales Pipeline,161505.48,2025-09-03,2023-10-25,michael.scott@example.com,Existing Business,,hudson-ward.biz,bankssean@example.net
DEAL-9dbe2ceb-65f9-47ba-85d2-9930a1114b95,"Le, Greene and Johnson - New Business Opportunity",Appointment Scheduled,Sales Pipeline,77850.0,2025-07-03,2024-05-14,pam.beesly@example.com,Existing Business,,osborn.com,kylegonzalez@example.net
DEAL-c2e46a7e-5017-4838-92e4-51ac43a4e81e,Castro LLC - Existing Business Opportunity,Contract Sent,Renewals Pipeline,246954.37,2025-07-19,2023-03-31,jim.halpert@example.com,New Business,,archer.com,howard76@example.com
DEAL-1ea5d177-87e5-4f98-8048-257c7d710a71,Smith Inc - New Business Opportunity,Contract Sent,Renewals Pipeline,143488.4,2025-10-28,2024-08-30,angela.martin@example.com,Existing Business,,williams.com,mlarson@example.org
DEAL-4815dec9-72db-4fdb-bbd3-d4e78a863ab0,Zamora LLC - Existing Business Opportunity,Appointment Scheduled,Renewals Pipeline,180940.24,2025-09-11,2023-04-18,dwight.schrute@example.com,New Business,,glass-arnold.com,annpatterson@example.org
DEAL-4a1297ff-88b7-409b-a647-ae3afaddcd7b,Massey Inc - Existing Business Opportunity,Closed Won,Sales Pipeline,114354.48,2025-02-10,2024-03-15,michael.scott@example.com,New Business,,wilson.biz,mosleyjesse@example.net
DEAL-8cb8de79-7b34-4f4b-b1e4-ddb906f9382c,"Curtis, Lucas and Arias - New Business Opportunity",Closed Lost,Sales Pipeline,79245.37,2025-01-25,2023-12-17,pam.beesly@example.com,Existing Business,Price,freeman-jones.com,sloanbrian@example.org
DEAL-bf74c91c-c2da-483f-b4e9-86c6090ee383,Yu-Williams - New Business Opportunity,Presentation Scheduled,Sales Pipeline,41548.28,2025-10-16,2025-02-25,jim.halpert@example.com,New Business,,johnson-simmons.com,tmcgee@example.com
DEAL-86dc60ea-ea23-4935-893e-3b92ef72fa0d,"Scott, West and Bell - Existing Business Opportunity",Contract Sent,Sales Pipeline,48413.69,2025-06-04,2024-08-28,angela.martin@example.com,Existing Business,,morton.com,kennethrose@example.com
DEAL-a3adfde7-3099-47ff-b1ae-abd3ea5fd4a1,Davis-Chang - Existing Business Opportunity,Contract Sent,Sales Pipeline,208869.87,2025-09-10,2023-09-14,dwight.schrute@example.com,Existing Business,,holmes-navarro.biz,uhogan@example.net
DEAL-2be6d257-0c62-4778-9241-00730d6d3a51,"Lamb, Garcia and Obrien - Existing Business Opportunity",Closed Won,Renewals Pipeline,105252.59,2025-04-17,2025-01-01,michael.scott@example.com,New Business,,galvan.org,matthew52@example.com
DEAL-e53132f5-1826-45b7-9ffe-c44717a6b90e,Hernandez-Moore - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,91779.93,2025-07-31,2023-02-21,pam.beesly@example.com,Existing Business,,dyer-brown.com,leeelizabeth@example.com
DEAL-ef053978-ed05-4906-b8e6-fdaaf7ef27a0,Petersen-Cruz - New Business Opportunity,Qualified to Buy,Sales Pipeline,221752.48,2025-09-11,2023-04-20,jim.halpert@example.com,New Business,,jarvis.com,jade27@example.org
DEAL-94d8a950-f3b0-47e5-847d-05c296e5a92c,Smith-Jones - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,120418.39,2025-10-24,2024-02-27,angela.martin@example.com,New Business,,jones.net,fgross@example.com
DEAL-450317e6-48f1-412e-864f-0cedc73a0c3c,Gonzalez-Dalton - Existing Business Opportunity,Qualified to Buy,Sales Pipeline,216586.6,2025-06-09,2023-09-23,dwight.schrute@example.com,Existing Business,,george.com,johnsonrobert@example.com
DEAL-ab639a68-5491-465c-90aa-e41195d6ab3c,"Myers, Garza and Estrada - New Business Opportunity",Qualified to Buy,Renewals Pipeline,210610.15,2025-06-25,2024-11-17,michael.scott@example.com,Existing Business,,perry-brown.com,eddierosales@example.net
DEAL-5d075049-53fd-4f40-a3b2-8d873b3b6a0f,Mitchell-James - New Business Opportunity,Closed Lost,Sales Pipeline,95159.36,2024-04-01,2023-10-20,pam.beesly@example.com,Existing Business,Competitor,allen.com,coxnathan@example.com
DEAL-a978e5cc-6931-4b96-a09e-3462b2a19f68,Thomas-Parker - New Business Opportunity,Closed Won,Sales Pipeline,212431.73,2024-05-24,2024-05-18,jim.halpert@example.com,New Business,,hernandez.com,weissanthony@example.com
DEAL-9e254ce6-a45e-4fba-ba23-1c50867d25cf,Zimmerman-Webb - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,91473.93,2025-05-15,2023-05-28,angela.martin@example.com,Existing Business,,thomas.com,dmiller@example.com
DEAL-11d60886-8bd5-438e-b068-571d51326058,"Watkins, Lutz and Horn - Existing Business Opportunity",Closed Lost,Sales Pipeline,194628.59,2024-10-09,2024-04-25,dwight.schrute@example.com,Existing Business,Product Fit,cross.com,lisamartinez@example.net
DEAL-9f764c89-d7fa-41b2-abc8-37aa53496ec3,"Perkins, Harris and Coleman - Existing Business Opportunity",Closed Won,Renewals Pipeline,17630.45,2024-10-27,2024-06-20,michael.scott@example.com,Existing Business,,waters.com,amanda52@example.org
DEAL-e39d6a0d-3b7e-4fdf-8e2e-bcf3d622698b,"Bradley, Wang and Clark - New Business Opportunity",Presentation Scheduled,Renewals Pipeline,130459.83,2025-06-15,2023-08-27,pam.beesly@example.com,Existing Business,,flores.info,xwilliams@example.com
DEAL-98451d11-795e-4960-97c2-8d261827d79d,Morgan Inc - New Business Opportunity,Closed Won,Renewals Pipeline,76542.8,2024-10-15,2024-03-29,jim.halpert@example.com,Existing Business,,garrison-medina.com,dmorales@example.com
DEAL-136d64b6-1f1a-464c-b6d9-78a1fc6abf25,Rodriguez-Shepherd - New Business Opportunity,Closed Lost,Sales Pipeline,127836.02,2024-11-15,2024-09-06,angela.martin@example.com,Existing Business,Product Fit,chavez-morrison.com,megan14@example.com
DEAL-dacfbe19-ce7b-4c66-afd5-cd65cb46e08a,Preston-Vasquez - Existing Business Opportunity,Decision Maker Bought-In,Sales Pipeline,113095.97,2025-08-16,2023-01-31,dwight.schrute@example.com,New Business,,campbell.com,taratorres@example.org
DEAL-b9a79173-0f5c-4c28-b878-ab82169c4f89,Richardson-Bullock - New Business Opportunity,Closed Lost,Renewals Pipeline,34904.8,2025-02-06,2025-01-24,michael.scott@example.com,Existing Business,Price,gaines.com,nguyenrandy@example.org
DEAL-1f36bc68-90ee-4045-9732-7a0e4831425a,"Williams, Jordan and Curry - Existing Business Opportunity",Contract Sent,Renewals Pipeline,57691.38,2025-05-16,2025-03-19,pam.beesly@example.com,New Business,,lopez-williams.com,wyattgallagher@example.com
DEAL-a0fc98e7-4b65-42fd-8912-e595739a0b3c,Scott Inc - Existing Business Opportunity,Qualified to Buy,Sales Pipeline,81847.8,2025-09-14,2024-03-14,jim.halpert@example.com,New Business,,medina-fischer.info,patricia58@example.org
DEAL-de0dbdf2-8e9f-4df9-b0b8-d9b0b7c6fb00,Lewis Group - New Business Opportunity,Closed Lost,Renewals Pipeline,185193.72,2024-04-18,2023-11-02,angela.martin@example.com,Existing Business,Product Fit,malone.info,charleshoward@example.org
DEAL-dc90a270-387e-41f4-91b2-359bb3cb3d9b,Jones-Richardson - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,238741.55,2025-05-21,2024-12-01,dwight.schrute@example.com,Existing Business,,garcia.org,scott04@example.com
DEAL-de555c6f-0f60-4d1f-8687-14b3693c6bd6,Preston-Shea - New Business Opportunity,Qualified to Buy,Sales Pipeline,137928.25,2025-10-16,2023-02-12,michael.scott@example.com,Existing Business,,mclean-ryan.com,mathewhall@example.net
DEAL-54d9ca79-8c95-4358-a583-16e4fa9f335d,"White, Lowe and Hall - New Business Opportunity",Qualified to Buy,Sales Pipeline,175069.18,2025-08-25,2023-08-13,pam.beesly@example.com,New Business,,robinson.com,itran@example.com
DEAL-a6dffeba-8f31-41f1-85a7-159ea85b8b76,"Perez, Olson and Stokes - New Business Opportunity",Decision Maker Bought-In,Sales Pipeline,152007.65,2025-09-14,2023-05-04,jim.halpert@example.com,New Business,,parsons-moore.com,jamesturner@example.org
DEAL-c2e40e6a-1656-486d-85c8-ac704275f327,"Owens, Jenkins and Mcdaniel - New Business Opportunity",Qualified to Buy,Sales Pipeline,185130.01,2025-05-05,2023-02-13,angela.martin@example.com,Existing Business,,bell-marshall.info,browndaniel@example.com
DEAL-203f7e53-64c8-4df4-b59d-6ea7296eaaa2,Martin-Franklin - New Business Opportunity,Contract Sent,Sales Pipeline,213451.87,2025-09-01,2024-11-29,dwight.schrute@example.com,Existing Business,,keller.com,davidjohnson@example.net
DEAL-24a5a8e0-b132-4347-a1f8-574267189844,Martinez Ltd - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,179134.52,2025-08-28,2023-10-25,michael.scott@example.com,New Business,,cantu.com,jo22@example.net
DEAL-05aedef8-e433-424c-b6a2-be88aa4d9870,Shaw-Hill - Existing Business Opportunity,Closed Lost,Sales Pipeline,71232.23,2024-03-26,2023-04-15,pam.beesly@example.com,Existing Business,Product Fit,daniels.info,michaelstark@example.net
DEAL-6ecfcc58-449f-4c39-9830-dfcd86397032,"Huffman, Brock and Leonard - Existing Business Opportunity",Closed Lost,Sales Pipeline,57479.6,2024-12-16,2023-03-19,jim.halpert@example.com,Existing Business,Lost Interest,smith-robinson.com,melissahernandez@example.org
DEAL-3e0cef9b-38c8-46aa-9b40-04ffce57048d,"Fox, Ferrell and Diaz - New Business Opportunity",Presentation Scheduled,Renewals Pipeline,130903.56,2025-06-19,2023-06-25,angela.martin@example.com,Existing Business,,smith.com,eturner@example.org
DEAL-93ecb266-ddce-412f-8f6d-089a7dfcbc09,"Watkins, Lutz and Horn - Existing Business Opportunity",Appointment Scheduled,Renewals Pipeline,194092.31,2025-06-05,2025-03-05,dwight.schrute@example.com,New Business,,cross.com,qgaines@example.com
DEAL-f02e3695-989f-4ba0-b67d-c3a9aa27a24b,"Huffman, Brock and Leonard - New Business Opportunity",Closed Won,Renewals Pipeline,196681.32,2023-10-16,2023-07-24,michael.scott@example.com,New Business,,smith-robinson.com,rossscott@example.net
DEAL-dbb03205-6b6c-418c-a6b9-354d50a8a633,Roberson PLC - New Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,37070.29,2025-08-23,2023-03-20,pam.beesly@example.com,New Business,,simmons-cook.com,thomasvalerie@example.org
DEAL-28e77fc5-6080-4eae-be38-913177565e8a,Martinez Ltd - Existing Business Opportunity,Closed Won,Renewals Pipeline,82531.57,2024-06-12,2023-11-06,jim.halpert@example.com,New Business,,cantu.com,jo22@example.net
DEAL-8ba65655-cd73-42b9-9fbf-5628b29ce120,Preston-Shea - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,145177.62,2025-06-11,2024-12-30,angela.martin@example.com,Existing Business,,mclean-ryan.com,charlesphillips@example.net
DEAL-00398ffa-240f-46e8-addf-ca0f58419728,"Scott, West and Bell - Existing Business Opportunity",Closed Lost,Sales Pipeline,245134.04,2025-03-29,2024-12-27,dwight.schrute@example.com,New Business,,morton.com,mahoneywanda@example.org
DEAL-c05a1bf3-2f8d-4610-8b0f-77ec131bc0db,Garcia-Carlson - New Business Opportunity,Closed Won,Renewals Pipeline,151492.81,2024-10-08,2023-11-27,michael.scott@example.com,Existing Business,,hester.com,chasegordon@example.com
DEAL-7b235a57-cbc2-480f-9b47-ba2090b55c6c,Glass and Sons - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,232197.66,2025-07-03,2023-06-02,pam.beesly@example.com,Existing Business,,howard-nichols.com,gharris@example.com
DEAL-3754afd8-d92c-436a-b449-d1adde8a6b02,"Watkins, Jones and Snyder - Existing Business Opportunity",Decision Maker Bought-In,Renewals Pipeline,43627.32,2025-09-13,2025-03-06,jim.halpert@example.com,New Business,,garcia-brown.com,sharris@example.net
DEAL-8b183dd7-cc27-4688-9712-c7def3ba575e,Arnold-Summers - Existing Business Opportunity,Appointment Scheduled,Renewals Pipeline,167456.79,2025-10-10,2024-09-02,angela.martin@example.com,New Business,,fernandez.com,xross@example.org
DEAL-ff7b0675-3f12-43a4-9faa-936f9d67ac85,Smith-Mcintyre - New Business Opportunity,Closed Lost,Renewals Pipeline,249467.68,2025-04-09,2025-03-12,dwight.schrute@example.com,Existing Business,Lost Interest,lane.com,donald56@example.org
DEAL-7013bad7-ca24-44b5-a428-61993e6cc844,"Ortiz, Evans and Jackson - New Business Opportunity",Qualified to Buy,Renewals Pipeline,36958.32,2025-10-12,2023-07-03,michael.scott@example.com,Existing Business,,myers.info,sellis@example.org
DEAL-184f0a3f-aca2-4cce-80a7-a0ec7242f8fb,Miller Inc - Existing Business Opportunity,Qualified to Buy,Renewals Pipeline,57449.83,2025-10-28,2023-05-23,pam.beesly@example.com,Existing Business,,murphy-downs.biz,ruizcarrie@example.net
DEAL-2497a61c-f67b-4d94-b27e-a766de680c1d,"Gonzalez, Carson and Johnson - New Business Opportunity",Contract Sent,Renewals Pipeline,149283.0,2025-07-02,2024-03-03,jim.halpert@example.com,Existing Business,,cardenas-hicks.com,xparks@example.org
DEAL-7e04cc46-032b-48e4-b7ae-68aace4a07dc,"Schultz, Kennedy and Wong - Existing Business Opportunity",Qualified to Buy,Renewals Pipeline,186304.13,2025-05-25,2024-02-27,angela.martin@example.com,New Business,,watson.net,paulgomez@example.net
DEAL-c3ca15bc-7fe2-403f-82aa-ead44b8785f4,"Thompson, Gordon and Moore - Existing Business Opportunity",Contract Sent,Sales Pipeline,76022.64,2025-10-13,2023-03-12,dwight.schrute@example.com,New Business,,giles.com,pereztodd@example.org
DEAL-c1d7f047-5faf-4036-bc6c-9ea43f7b018a,"Garcia, Patterson and Austin - New Business Opportunity",Closed Lost,Renewals Pipeline,86574.86,2025-02-10,2025-02-08,michael.scott@example.com,New Business,Product Fit,roach.info,kellyryan@example.org
DEAL-6c47ee0b-d41d-40d9-bca4-30d6a2a63031,Cooper-Kelly - New Business Opportunity,Contract Sent,Renewals Pipeline,104971.93,2025-07-02,2024-07-31,pam.beesly@example.com,Existing Business,,singh.com,jacobchambers@example.net
DEAL-08e2fcaf-fde9-42f4-9397-00eb6d503e79,Scott and Sons - New Business Opportunity,Closed Lost,Renewals Pipeline,156509.34,2024-08-27,2024-08-25,jim.halpert@example.com,New Business,Product Fit,roth-holmes.biz,edickson@example.org
DEAL-c6dcbb7c-8c92-49eb-8a34-3499ffb1a8b3,Chase-Snyder - New Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,223449.46,2025-09-26,2024-01-19,angela.martin@example.com,New Business,,hubbard.com,johnsonerica@example.com
DEAL-b59c316a-908e-491a-b6ed-5b00fbf5475a,Lewis Group - New Business Opportunity,Closed Lost,Sales Pipeline,219830.62,2025-03-02,2023-12-31,dwight.schrute@example.com,Existing Business,Lost Interest,malone.info,michaelmontgomery@example.org
DEAL-b436d3ce-353d-45c1-845f-dc9154ddd327,"Jones, Klein and Taylor - Existing Business Opportunity",Qualified to Buy,Renewals Pipeline,248164.37,2025-08-16,2024-04-25,michael.scott@example.com,Existing Business,,norris.com,newtonanthony@example.com
DEAL-d51339b1-dc06-46d8-91a9-47c2dd14b99e,"Garcia, Tucker and Jones - Existing Business Opportunity",Contract Sent,Sales Pipeline,98771.69,2025-05-30,2025-02-15,pam.beesly@example.com,Existing Business,,nichols.net,collinsmichael@example.net
